date,open,high,low,close,adj_close,volume
2019-03-06 00:00:00-05:00,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,41.80516052246094,83241600
2023-05-03 00:00:00-04:00,169.5,170.9199981689453,167.16000366210938,167.4499969482422,165.77816772460938,65136000
2008-10-09 00:00:00-04:00,3.3339290618896484,3.421428918838501,3.0928568840026855,3.169286012649536,2.670506238937378,1617383600
2003-08-22 00:00:00-04:00,0.3894639909267425,0.3928569853305816,0.368571013212204,0.372857004404068,0.3141771256923675,250264000
2009-08-11 00:00:00-04:00,5.846070766448975,5.87071418762207,5.781428813934326,5.815357208251953,4.90014123916626,355342400
2013-04-05 00:00:00-04:00,15.160714149475098,15.176786422729492,14.988571166992188,15.114286422729492,12.923593521118164,383695200
1992-09-25 00:00:00-04:00,0.4129459857940674,0.4151790142059326,0.4040180146694183,0.40625,0.328987568616867,137468800
1991-11-11 00:00:00-05:00,0.4776790142059326,0.4866069853305816,0.4754459857940674,0.4799109995365143,0.385171115398407,164942400
2004-10-06 00:00:00-04:00,0.705357015132904,0.7278569936752319,0.704820990562439,0.7257140278816223,0.6115016937255859,446303200
2025-01-06 00:00:00-05:00,244.30999755859375,247.3300018310547,243.1999969482422,245.0,244.73092651367188,45045600
2017-05-19 00:00:00-04:00,38.345001220703125,38.494998931884766,38.157501220703125,38.26499938964844,35.69894790649414,107843200
2013-02-28 00:00:00-05:00,15.858928680419922,15.995356559753418,15.764286041259766,15.764286041259766,13.479381561279297,322515200
2009-01-14 00:00:00-05:00,3.0799999237060547,3.1160709857940674,3.0257139205932617,3.047499895095825,2.5678858757019043,1021664000
1989-07-20 00:00:00-04:00,0.3638390004634857,0.3683040142059326,0.3549109995365143,0.3571430146694183,0.2798173725605011,236073600
1986-12-22 00:00:00-05:00,0.1875,0.1897320002317428,0.1863840073347091,0.188058003783226,0.1446551382541656,164371200
1994-06-01 00:00:00-04:00,0.2544640004634857,0.2555800080299377,0.2488840073347091,0.2522319853305816,0.20878367125988,385761600
2010-04-19 00:00:00-04:00,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.435224056243896,566924400
2010-03-25 00:00:00-04:00,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.820713996887207,542284400
2001-01-30 00:00:00-05:00,0.3850449919700622,0.3928569853305816,0.3727680146694183,0.3883930146694183,0.3272679448127746,692423200
2024-04-15 00:00:00-04:00,175.36000061035156,176.6300048828125,172.5,172.69000244140625,171.87841796875,73531800
1985-01-25 00:00:00-05:00,0.1294640004634857,0.1322540044784546,0.1266739964485168,0.1322540044784546,0.1017304882407188,318460800
2020-11-10 00:00:00-05:00,115.5500030517578,117.58999633789062,114.12999725341795,115.97000122070312,113.27729034423828,138023400
2021-05-14 00:00:00-04:00,126.25,127.88999938964844,125.8499984741211,127.4499969482422,124.8885498046875,81918000
2025-02-14 00:00:00-05:00,241.25,245.5500030517578,240.9900054931641,244.6000061035156,244.6000061035156,40896200
2003-01-14 00:00:00-05:00,0.2623209953308105,0.2646430134773254,0.2587499916553497,0.2608929872512817,0.2198338508605957,186860800
1984-12-10 00:00:00-05:00,0.1216519996523857,0.1216519996523857,0.1194199994206428,0.1194199994206428,0.0918584540486335,111484800
2019-10-21 00:00:00-04:00,59.380001068115234,60.247501373291016,59.33000183105469,60.127498626708984,58.05424118041992,87247200
2016-04-12 00:00:00-04:00,27.334999084472656,27.625,27.165000915527344,27.61000061035156,25.121517181396484,108929200
2015-06-08 00:00:00-04:00,32.224998474121094,32.3025016784668,31.707500457763672,31.950000762939453,28.66050148010254,210699200
2016-03-18 00:00:00-04:00,26.584999084472656,26.625,26.29750061035156,26.479999542236328,24.09337043762207,176820800
2014-08-26 00:00:00-04:00,25.354999542236328,25.375,25.21500015258789,25.22249984741211,22.346057891845703,132608000
2006-10-03 00:00:00-04:00,2.6589291095733643,2.676785945892334,2.613929033279419,2.645714044570923,2.229333877563477,790708800
2017-05-11 00:00:00-04:00,38.11249923706055,38.51750183105469,38.07749938964844,38.48749923706055,35.906524658203125,109020400
2019-12-30 00:00:00-05:00,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,70.57827758789062,144114400
2003-06-19 00:00:00-04:00,0.3457140028476715,0.350178986787796,0.3351790010929107,0.3417859971523285,0.2879959940910339,381528000
1982-03-23 00:00:00-05:00,0.0792410001158714,0.0792410001158714,0.0786829963326454,0.0786829963326454,0.0605233386158943,55955200
2021-12-23 00:00:00-05:00,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,173.2484588623047,68356600
2016-07-07 00:00:00-04:00,23.924999237060547,24.125,23.905000686645508,23.98500061035156,21.95611000061035,100558400
2016-04-15 00:00:00-04:00,28.02750015258789,28.075000762939453,27.4325008392334,27.462499618530273,24.987314224243164,187756000
2015-12-18 00:00:00-05:00,27.227500915527344,27.3799991607666,26.45249938964844,26.50749969482422,23.98822021484375,385813200
1985-11-04 00:00:00-05:00,0.0837050005793571,0.0853789970278739,0.0837050005793571,0.0837050005793571,0.0643863156437873,155724800
1993-07-14 00:00:00-04:00,0.328125,0.3348209857940674,0.3191959857940674,0.3325890004634857,0.2710629403591156,246299200
2019-06-03 00:00:00-04:00,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,41.67277526855469,161584400
1997-07-25 00:00:00-04:00,0.1417409926652908,0.1478790044784546,0.140625,0.1450890004634857,0.1222549676895141,217963200
1998-03-12 00:00:00-05:00,0.2332590073347091,0.2410710006952285,0.2282370030879974,0.2410710006952285,0.2031314224004745,744363200
